,title,authors,average_rating,title_lower,categories,description,thumbnail,published_year,combined_features
37,On Bullshit,Harry G. Frankfurt,3.57,on bullshit,Philosophy,"Presents a theory of bullshit, how it differs from lying, how those who engage in it change the rules of conversation, and how indulgence in bullshit can alter a person's ability to tell the truth.",http://books.google.com/books/content?id=WBfnlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,"on bullshit,Harry G. Frankfurt,Philosophy,Presents a theory of bullshit, how it differs from lying, how those who engage in it change the rules of conversation, and how indulgence in bullshit can alter a person's ability to tell the truth."
38,The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,the gettysburg address,Juvenile Nonfiction,The power and strength of President Abraham Lincoln's words are accentuated by illustrations in a reprint of the Gettysburg Address of 1863.,http://books.google.com/books/content?id=AhM9QPgp7UMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997.0,"the gettysburg address,Abraham Lincoln/Michael McCurdy,Juvenile Nonfiction,The power and strength of President Abraham Lincoln's words are accentuated by illustrations in a reprint of the Gettysburg Address of 1863."
39,Underworld,Don DeLillo,3.92,underworld,Juvenile Fiction,"Ferus Olin, a former Jedi apprentice, journeys through the underworld of the planet Coruscant in order to rescue a Jedi who is imprisoned in the Jedi Temple by the Empire.",http://books.google.com/books/content?id=b2lvGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,"underworld,Don DeLillo,Juvenile Fiction,Ferus Olin, a former Jedi apprentice, journeys through the underworld of the planet Coruscant in order to rescue a Jedi who is imprisoned in the Jedi Temple by the Empire."
40,Libra,Don DeLillo,3.99,libra,Fiction,The scheme of two disgruntled CIA agents to stage an unsuccessful attempt on the life of President Kennedy and link it to Cuba backfires when the erratic Lee Harvey Oswald goes too far,http://books.google.com/books/content?id=Vw1NGVkbEyAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1991.0,"libra,Don DeLillo,Fiction,The scheme of two disgruntled CIA agents to stage an unsuccessful attempt on the life of President Kennedy and link it to Cuba backfires when the erratic Lee Harvey Oswald goes too far"
41,Americana,Don DeLillo,3.43,americana,Fiction,"David Bell, a successful television executive begins to film a movie which ultimately forces him to reexamine his goals and values",http://books.google.com/books/content?id=Lxn6PSnbD30C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1989.0,"americana,Don DeLillo,Fiction,David Bell, a successful television executive begins to film a movie which ultimately forces him to reexamine his goals and values"
42,Running Dog,Don DeLillo,3.43,running dog,Fiction,A woman reporter and a staff assistant to an American senator learn of an erotic film shot in Hitler's Berlin bunker which was to have been sold by a man found murdered and dressed as a woman in Manhattan,http://books.google.com/books/content?id=YqtSn1551H4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1989.0,"running dog,Don DeLillo,Fiction,A woman reporter and a staff assistant to an American senator learn of an erotic film shot in Hitler's Berlin bunker which was to have been sold by a man found murdered and dressed as a woman in Manhattan"
43,Cosmopolis,Don DeLillo,3.22,cosmopolis,Fiction,"A brilliant billionaire asset manager, en route via white stretch limo to the local haircutter, finds his trip interrupted by a presidential motorcade, music idol's funeral, movie set, and violent political demonstration, and receives a number of important visitors in the fields of security, technology, currency, finance, and theory. Reprint. 75,000 first printing.",http://books.google.com/books/content?id=4_ocfLBdl2kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004.0,"cosmopolis,Don DeLillo,Fiction,A brilliant billionaire asset manager, en route via white stretch limo to the local haircutter, finds his trip interrupted by a presidential motorcade, music idol's funeral, movie set, and violent political demonstration, and receives a number of important visitors in the fields of security, technology, currency, finance, and theory. Reprint. 75,000 first printing."
44,The Names,Don DeLillo,3.64,the names,Fiction,"In an expatriate's world of turmoil and danger, American risk analyst James Axton learns of a ritual-murder cult in the Aegean and follows the trail to its secret meanings in the ancient city of Lahore",http://books.google.com/books/content?id=c8BhNGSQGfAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1989.0,"the names,Don DeLillo,Fiction,In an expatriate's world of turmoil and danger, American risk analyst James Axton learns of a ritual-murder cult in the Aegean and follows the trail to its secret meanings in the ancient city of Lahore"
45,V.,Thomas Pynchon,3.96,v.,Fiction,"The wild, macabre tale of the twentieth century and of two men -- one looking for something he has lost, the other with nothing much to lose -- and ""V.,"" the unknown woman of the title.",http://books.google.com/books/content?id=jqS2pmUIfOAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999.0,"v.,Thomas Pynchon,Fiction,The wild, macabre tale of the twentieth century and of two men -- one looking for something he has lost, the other with nothing much to lose -- and ""V.,"" the unknown woman of the title."
46,The Crying of Lot 49,Thomas Pynchon,3.69,the crying of lot 49,Fiction,"The highly original satire about Oedipa Maas, a woman who finds herself enmeshed in a worldwide conspiracy, meets some extremely interesting characters, and attains a not inconsiderable amount of self knowledge.",http://books.google.com/books/content?id=njOBt0OWKOQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1966.0,"the crying of lot 49,Thomas Pynchon,Fiction,The highly original satire about Oedipa Maas, a woman who finds herself enmeshed in a worldwide conspiracy, meets some extremely interesting characters, and attains a not inconsiderable amount of self knowledge."
47,Gravity's Rainbow,Thomas Pynchon,4.01,gravity's rainbow,Fiction,"Tyrone Slothrop, a GI in London in 1944, is under suspicion by his superiors and soon on the run from enemies through Germany.",http://books.google.com/books/content?id=P95vPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1973.0,"gravity's rainbow,Thomas Pynchon,Fiction,Tyrone Slothrop, a GI in London in 1944, is under suspicion by his superiors and soon on the run from enemies through Germany."
48,Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,mason & dixon,Fiction,"The re-imagined story of Charles Mason and Jeremiah Dixon, the British surveyors best known for marking the Mason-Dixon line, features the mismatched pair as they are drawn into naval warfare, erotic and political conspiracies, and major caffeine abuse as they negotiate the perils of eighteenth-century America. Reprint",http://books.google.com/books/content?id=MgDysANnVqwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,"mason & dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,Fiction,The re-imagined story of Charles Mason and Jeremiah Dixon, the British surveyors best known for marking the Mason-Dixon line, features the mismatched pair as they are drawn into naval warfare, erotic and political conspiracies, and major caffeine abuse as they negotiate the perils of eighteenth-century America. Reprint"
49,Vineland,Thomas Pynchon,3.69,vineland,Fiction,Zoyd Wheeler's old nemesis arrives in Vineland hoping to use Zoyd's daughter as a pawn to track down Zoyd's ex-wife,http://books.google.com/books/content?id=lwQEAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997.0,"vineland,Thomas Pynchon,Fiction,Zoyd Wheeler's old nemesis arrives in Vineland hoping to use Zoyd's daughter as a pawn to track down Zoyd's ex-wife"
50,The White Album,Joan Didion,4.17,the white album,American essays,"This collection of essays recounts what took place on the long morning after the 1960s, when everyone was coming down from their particular bad trip. Didion observes the dramas that explode as America goes into collective detox: the mother abandoning her five-year-old daughter on the central reservation of Interstate 5; Huey Newton and the Black Panthers preaching from their cells; students, in unconscious parody, simulating the disaffection of the 1960s.",http://books.google.com/books/content?id=qauOPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1993.0,"the white album,Joan Didion,American essays,This collection of essays recounts what took place on the long morning after the 1960s, when everyone was coming down from their particular bad trip. Didion observes the dramas that explode as America goes into collective detox: the mother abandoning her five-year-old daughter on the central reservation of Interstate 5; Huey Newton and the Black Panthers preaching from their cells; students, in unconscious parody, simulating the disaffection of the 1960s."
